train_name,model_name,experiment,feature_set,test_set,latent_dim,hidden_dim,positive_class_rate,mean_ai_probability_human,mean_ai_probability_ai,auroc,auprc,accuracy,balanced_accuracy,precision,recall,tpr,specificity,tnr,f1,mcc,fpr,fnr,tpr_at_fpr_1pct,tpr_at_fpr_5pct,tpr_at_fpr_10pct,fpr_at_tpr_90pct,fpr_at_tpr_95pct,brier_score,expected_calibration_error,ECE,log_loss,best_model,n_features,train_source,pref,method,ece
,,,cleaned_full_allfeatures_source_matrix,hc3_plus_test,,,,,,0.9666075125702456,0.9798074093611606,,,,,,,,0.9216300940438872,,,,0.7018633540372671,0.8571428571428571,,,0.219047619047619,0.0748842522974101,,,,,,balanced_combined_strict,,cleaned_full_source_matrix_reference,0.0661779448621554
,,,cleaned_full_allfeatures_source_matrix,all_samples,,,,,,0.5213333333333333,0.5337284941421168,,,,,,,,0.1403508771929824,,,,0.0333333333333333,0.0733333333333333,,,0.94,0.3235578148148148,,,,,,balanced_combined_strict,,cleaned_full_source_matrix_reference,0.2645222222222221
,,,cleaned_full_allfeatures_source_matrix,ghostbuster_test,,,,,,0.9077482857168944,0.9356999901505916,,,,,,,,0.8443271767810027,,,,0.4418604651162791,0.6304909560723514,,,0.4876325088339223,0.1216054228855721,,,,,,leave_out_ghostbuster,,cleaned_full_source_matrix_reference,0.0405323383084576
,,,cleaned_full_allfeatures_source_matrix,m4_test,,,,,,0.9924989301488104,0.998599710127872,,,,,,,,0.9813333333333332,,,,0.842326139088729,0.9664268585131894,,,0.0336700336700336,0.0238613344642352,,,,,,leave_out_ghostbuster,,cleaned_full_source_matrix_reference,0.0324088210347752
,,,cleaned_full_allfeatures_source_matrix,hc3_plus_test,,,,,,0.953416149068323,0.9741380358610224,,,,,,,,0.8186528497409327,,,,0.7515527950310559,0.8757763975155279,,,0.2952380952380952,0.153303216374269,,,,,,leave_out_ghostbuster,,cleaned_full_source_matrix_reference,0.1878822055137844
,,,cleaned_full_allfeatures_source_matrix,all_samples,,,,,,0.6486444444444445,0.6230261740412133,,,,,,,,0.6542553191489362,,,,0.02,0.06,,,0.8866666666666667,0.250356037037037,,,,,,leave_out_ghostbuster,,cleaned_full_source_matrix_reference,0.1250777777777778
,,,cleaned_full_allfeatures_source_matrix,ghostbuster_test,,,,,,0.9976579834004438,0.9983885480789224,,,,,,,,0.979328165374677,,,,0.9509043927648578,0.992248062015504,,,0.0070671378091872,0.0234135986733001,,,,,,leave_out_m4,,cleaned_full_source_matrix_reference,0.048228855721393
,,,cleaned_full_allfeatures_source_matrix,m4_test,,,,,,0.886458509959709,0.9769421161436622,,,,,,,,0.8692533420280404,,,,0.3764988009592326,0.6037170263788969,,,0.4781144781144781,0.1398288832343794,,,,,,leave_out_m4,,cleaned_full_source_matrix_reference,0.1729499575911789
,,,cleaned_full_allfeatures_source_matrix,hc3_plus_test,,,,,,0.9506654835847383,0.9707630347015864,,,,,,,,0.906832298136646,,,,0.6645962732919255,0.8260869565217391,,,0.219047619047619,0.0874610693400167,,,,,,leave_out_m4,,cleaned_full_source_matrix_reference,0.0557142857142857
,,,cleaned_full_allfeatures_source_matrix,all_samples,,,,,,0.4035777777777777,0.448311922532198,,,,,,,,0.0823529411764705,,,,0.02,0.04,,,0.9866666666666668,0.3520182222222222,,,,,,leave_out_m4,,cleaned_full_source_matrix_reference,0.2995333333333334
,,,cleaned_full_allfeatures_source_matrix,ghostbuster_test,,,,,,0.9905314962427296,0.9923753904732616,,,,,,,,0.9608091024020228,,,,0.7674418604651163,0.9560723514211886,,,0.0424028268551236,0.0405622222222222,,,,,,leave_out_hc3_plus,,cleaned_full_source_matrix_reference,0.0572238805970149
,,,cleaned_full_allfeatures_source_matrix,m4_test,,,,,,0.9919407908017022,0.9985070572353344,,,,,,,,0.9815695600475624,,,,0.8069544364508393,0.9730215827338128,,,0.0336700336700336,0.0246175685609273,,,,,,leave_out_hc3_plus,,cleaned_full_source_matrix_reference,0.0328329092451229
,,,cleaned_full_allfeatures_source_matrix,hc3_plus_test,,,,,,0.9535048802129548,0.97277021190388,,,,,,,,0.7950617283950617,,,,0.7018633540372671,0.7950310559006211,,,0.3047619047619048,0.1969272765246449,,,,,,leave_out_hc3_plus,,cleaned_full_source_matrix_reference,0.2406641604010025
,,,cleaned_full_allfeatures_source_matrix,all_samples,,,,,,0.592311111111111,0.5833728650154535,,,,,,,,0.6354679802955665,,,,0.0133333333333333,0.02,,,0.9733333333333334,0.2765087037037037,,,,,,leave_out_hc3_plus,,cleaned_full_source_matrix_reference,0.1749888888888889
