status,experiment,model,train_source,feature_set,test_set,best_model,n_features,positive_class_rate,mean_ai_probability_human,mean_ai_probability_ai,auroc,auprc,accuracy,balanced_accuracy,precision,recall,tpr,specificity,tnr,f1,mcc,fpr,fnr,tpr_at_fpr_1pct,tpr_at_fpr_5pct,tpr_at_fpr_10pct,fpr_at_tpr_90pct,fpr_at_tpr_95pct,brier_score,expected_calibration_error,ECE,log_loss
ok,leave_out_ghostbuster_qwen25_1_5b_hidden_to_obs3072_rank32_len256_n300,qwen25_1_5b,leave_out_ghostbuster,full_plus_strict_koopman,m4_test,RandomForest,315,0.85,0.43511111111111106,0.9096339869281046,0.962788671023965,0.9933178175648492,0.9266666666666666,0.8104575163398693,0.939622641509434,0.9764705882352941,0.9764705882352941,0.6444444444444445,0.6444444444444445,0.9576923076923077,0.6906397368589793,0.35555555555555557,0.023529411764705882,0.7137254901960784,0.8196078431372549,0.8941176470588236,0.1111111111111111,0.13333333333333333,0.057211,0.07596666666666672,0.07596666666666672,0.195271813399507
ok,leave_out_ghostbuster_qwen25_1_5b_hidden_to_obs3072_rank32_len256_n300,qwen25_1_5b,leave_out_ghostbuster,full_plus_strict_koopman,ghostbuster_test,RandomForest,315,0.5766666666666667,0.4248556430446195,0.8617533718689788,0.9430385508169861,0.961447278862215,0.8333333333333334,0.8136179509353239,0.8029556650246306,0.9421965317919075,0.9421965317919075,0.6850393700787402,0.6850393700787402,0.8670212765957447,0.6625549982270594,0.31496062992125984,0.057803468208092484,0.6416184971098265,0.7398843930635838,0.8265895953757225,0.2125984251968504,0.33070866141732286,0.11907377777777778,0.11844444444444441,0.11844444444444441,0.36736875337742825
ok,leave_out_ghostbuster_qwen25_1_5b_hidden_to_obs3072_rank32_len256_n300,qwen25_1_5b,leave_out_ghostbuster,full_plus_strict_koopman,hc3_plus_test,RandomForest,315,0.6052631578947368,0.31530158730158725,0.9078053830227744,0.9713102632357291,0.98167881003022,0.9135338345864662,0.8987577639751554,0.896551724137931,0.968944099378882,0.968944099378882,0.8285714285714286,0.8285714285714286,0.9313432835820895,0.8195551759313906,0.17142857142857143,0.031055900621118012,0.7142857142857143,0.8509316770186336,0.9130434782608695,0.09523809523809523,0.12380952380952381,0.07706754385964912,0.08587719298245615,0.08587719298245615,0.25785517022852894
ok,leave_out_ghostbuster_qwen25_1_5b_hidden_to_obs3072_rank32_len256_n300,qwen25_1_5b,leave_out_ghostbuster,transition_plus_strict_koopman,all_samples,RandomForest,529,0.5,0.6635333333333333,0.6822666666666667,0.5286888888888889,0.5291424211378756,0.5466666666666666,0.5466666666666666,0.5269230769230769,0.9133333333333333,0.9133333333333333,0.18,0.18,0.6682926829268293,0.13728129459672883,0.82,0.08666666666666667,0.03333333333333333,0.04,0.1,0.8066666666666666,0.8933333333333333,0.2847435925925926,0.18516666666666662,0.18516666666666662,0.7764401173922626
ok,leave_out_ghostbuster_qwen25_1_5b_hidden_to_obs3072_rank32_len256_n300,qwen25_1_5b,leave_out_ghostbuster,transition_plus_strict_koopman,m4_test,RandomForest,529,0.85,0.7062222222222222,0.7385751633986929,0.6284531590413943,0.9115088822740424,0.79,0.5287581699346405,0.8582089552238806,0.9019607843137255,0.9019607843137255,0.15555555555555556,0.15555555555555556,0.8795411089866156,0.06653117633592164,0.8444444444444444,0.09803921568627451,0.10588235294117647,0.1843137254901961,0.35294117647058826,0.8222222222222222,0.9111111111111111,0.1478724074074074,0.11849999999999997,0.11849999999999997,0.46792858437061624
ok,leave_out_ghostbuster_qwen25_1_5b_hidden_to_obs3072_rank32_len256_n300,qwen25_1_5b,leave_out_ghostbuster,transition_plus_strict_koopman,ghostbuster_test,RandomForest,529,0.5766666666666667,0.704724409448819,0.7886319845857418,0.7346502207455282,0.7572277751098376,0.6333333333333333,0.5669291338582677,0.6113074204946997,1.0,1.0,0.13385826771653545,0.13385826771653545,0.7587719298245614,0.2860569040412837,0.8661417322834646,0.0,0.06936416184971098,0.15606936416184972,0.17341040462427745,0.5748031496062992,0.6141732283464567,0.2429723703703703,0.17644444444444446,0.17644444444444446,0.6845137705144102
ok,leave_out_ghostbuster_qwen25_1_5b_hidden_to_obs3072_rank32_len256_n300,qwen25_1_5b,leave_out_ghostbuster,transition_plus_strict_koopman,hc3_plus_test,RandomForest,529,0.6052631578947368,0.5247619047619048,0.7987991718426503,0.9284235433303757,0.9353413813701535,0.8308270676691729,0.7873706004140787,0.7843137254901961,0.9937888198757764,0.9937888198757764,0.580952380952381,0.580952380952381,0.8767123287671232,0.6644602268353201,0.41904761904761906,0.006211180124223602,0.2236024844720497,0.4472049689440994,0.7515527950310559,0.1523809523809524,0.18095238095238095,0.14439674185463658,0.1878696741854636,0.1878696741854636,0.45948321752994803
ok,leave_out_ghostbuster_qwen25_1_5b_hidden_to_obs3072_rank32_len256_n300,qwen25_1_5b,leave_out_ghostbuster,full_plus_transition_plus_strict_koopman,all_samples,RandomForest,805,0.5,0.4139555555555556,0.46946666666666675,0.6132888888888889,0.6156632345348716,0.57,0.5700000000000001,0.6082474226804123,0.3933333333333333,0.3933333333333333,0.7466666666666667,0.7466666666666667,0.4777327935222672,0.14965299357380912,0.25333333333333335,0.6066666666666667,0.013333333333333334,0.16,0.24,0.8133333333333334,0.8533333333333334,0.24453644444444442,0.08062222222222228,0.08062222222222228,0.6826051100719104
ok,leave_out_ghostbuster_qwen25_1_5b_hidden_to_obs3072_rank32_len256_n300,qwen25_1_5b,leave_out_ghostbuster,full_plus_transition_plus_strict_koopman,m4_test,RandomForest,805,0.85,0.42466666666666664,0.8959738562091502,0.9635294117647059,0.9935829697421146,0.9333333333333333,0.8509803921568627,0.9536679536679536,0.9686274509803922,0.9686274509803922,0.7333333333333333,0.7333333333333333,0.9610894941634242,0.7297051094906416,0.26666666666666666,0.03137254901960784,0.7333333333333333,0.8313725490196079,0.9176470588235294,0.06666666666666667,0.13333333333333333,0.059908481481481486,0.0693000000000001,0.0693000000000001,0.2038919971276276
ok,leave_out_ghostbuster_qwen25_1_5b_hidden_to_obs3072_rank32_len256_n300,qwen25_1_5b,leave_out_ghostbuster,full_plus_transition_plus_strict_koopman,ghostbuster_test,RandomForest,805,0.5766666666666667,0.42824146981627287,0.8534682080924855,0.936666514951527,0.9589005230686468,0.8333333333333334,0.8188521232533794,0.8186528497409327,0.9132947976878613,0.9132947976878613,0.7244094488188977,0.7244094488188977,0.8633879781420765,0.6577694179028729,0.2755905511811024,0.08670520231213873,0.6589595375722543,0.7572254335260116,0.8439306358381503,0.2125984251968504,0.4330708661417323,0.12123003703703704,0.12076666666666663,0.12076666666666663,0.3729384500652563
ok,leave_out_ghostbuster_qwen25_1_5b_hidden_to_obs3072_rank32_len256_n300,qwen25_1_5b,leave_out_ghostbuster,full_plus_transition_plus_strict_koopman,hc3_plus_test,RandomForest,805,0.6052631578947368,0.33533333333333326,0.8823188405797102,0.9656610470275067,0.9782176050510628,0.9135338345864662,0.9037267080745341,0.9107142857142857,0.9503105590062112,0.9503105590062112,0.8571428571428571,0.8571428571428571,0.9300911854103343,0.8181960624154586,0.14285714285714285,0.049689440993788817,0.7142857142857143,0.7701863354037267,0.84472049689441,0.11428571428571428,0.13333333333333333,0.08639486215538848,0.09181704260651632,0.09181704260651632,0.2846732864017392
