model_version,n_features,best_model,auroc,auprc,f1,tpr_at_fpr_1pct,tpr_at_fpr_5pct,fpr_at_tpr_95pct,ece,brier_score
original_combined_public_full_allfeatures,311,random_forest,0.6199111111111112,0.6057719594173214,0.609271523178808,0.02,0.0533333333333333,0.9466666666666668,,0.2465336296296296
cleaned_full_allfeatures,276,random_forest,0.630311111111111,0.6197044917497937,0.6118421052631579,0.02666666666666667,0.05333333333333334,0.9466666666666667,0.08250000000000002,0.24355048148148148
tuned_full_allfeatures,276,random_forest,0.6323555555555556,0.6177860766876053,0.6225165562913907,0.02,0.04,0.9333333333333333,0.07808666666666664,0.2423545733333333
best_ablation_full_cleaned,276,random_forest,0.6334222222222223,0.6223868829089874,0.6033898305084746,0.02,0.06666666666666667,0.9533333333333334,,0.24400992592592596
