model_version,train_source,feature_set,auroc,auprc,f1,tpr_at_fpr_1pct,tpr_at_fpr_5pct,fpr_at_tpr_95pct,ece,brier,mcc
previous_best_transition,leave_out_ghostbuster,full_plus_1_5b_and_7b_transition,0.6951,0.6592,0.6799,0.02,0.0933,,0.1488,0.2459,
best_deep_dmd_score_only,m4,deep_dmd_score_only,0.5391891891891892,0.5264732718391155,0.6534653465346535,0.02,0.03333333333333333,0.8783783783783784,0.2032531802886285,0.3044312047087677,0.07846912086328273
best_deep_dmd_spectral,combined_strict,deep_dmd_spectral_features_only,0.5653333333333334,0.544855696707523,0.07272727272727272,0.02,0.02666666666666667,0.96,0.394240124598828,0.402593906889137,-0.04588314677411236
best_full_plus_deep_dmd,m4,full_plus_deep_dmd_spectral,0.6652444444444444,0.6571134956508672,0.6666666666666666,0.013333333333333334,0.12,0.9333333333333333,0.4148111111111111,0.4098963333333333,0.0
best_full_plus_transition_plus_deep_dmd,leave_out_ghostbuster,full_plus_transition_plus_deep_dmd,0.6894222222222223,0.6519989932126965,0.6896551724137931,0.013333333333333334,0.11333333333333333,0.86,0.15052222222222228,0.24890648148148145,0.22613350843332272
best_fusion,leave_out_ghostbuster,ensemble_fusion,0.6973648648648649,0.662778987356069,0.683291770573566,0.02,0.09333333333333334,0.8175675675675675,0.14513422818791952,0.24431882923191647,0.19625386426639374
