recall,precision,threshold
1.0,0.5,0.25666666666666665
1.0,0.5016722408026756,0.2733333333333333
1.0,0.5033557046979866,0.30333333333333334
1.0,0.5050505050505051,0.35333333333333333
1.0,0.5067567567567568,0.36333333333333334
1.0,0.5084745762711864,0.37333333333333335
0.9933333333333333,0.5102739726027398,0.37666666666666665
0.9866666666666667,0.5103448275862069,0.38
0.9866666666666667,0.5121107266435986,0.38333333333333336
0.9866666666666667,0.5156794425087108,0.3933333333333333
0.98,0.513986013986014,0.4
0.98,0.5157894736842106,0.4066666666666667
0.98,0.519434628975265,0.41
0.9733333333333334,0.5177304964539007,0.4166666666666667
0.9733333333333334,0.5214285714285715,0.42333333333333334
0.9733333333333334,0.5251798561151079,0.4266666666666667
0.9733333333333334,0.5289855072463768,0.43
0.9733333333333334,0.5309090909090909,0.43333333333333335
0.9666666666666667,0.5311355311355311,0.43666666666666665
0.96,0.5313653136531366,0.44333333333333336
0.96,0.5333333333333333,0.44666666666666666
0.9533333333333334,0.5315985130111525,0.45
0.9533333333333334,0.5335820895522388,0.4533333333333333
0.9533333333333334,0.5375939849624061,0.45666666666666667
0.9466666666666667,0.5399239543726235,0.4666666666666667
0.9466666666666667,0.5419847328244275,0.47
0.9466666666666667,0.5440613026819924,0.47333333333333333
0.94,0.5465116279069767,0.4766666666666667
0.9333333333333333,0.5447470817120622,0.48
0.92,0.5433070866141733,0.49
0.9,0.5378486055776892,0.49333333333333335
0.9,0.5421686746987951,0.49666666666666665
0.8933333333333333,0.5447154471544715,0.5
0.8866666666666667,0.5428571428571428,0.5033333333333333
0.8866666666666667,0.5450819672131147,0.51
0.88,0.5477178423236515,0.5133333333333333
0.8733333333333333,0.5458333333333333,0.5166666666666667
0.8666666666666667,0.5439330543933054,0.52
0.86,0.5466101694915254,0.5233333333333333
0.8533333333333334,0.5470085470085471,0.5266666666666666
0.8533333333333334,0.5517241379310345,0.53
0.8466666666666667,0.5521739130434783,0.5366666666666666
0.84,0.5550660792951542,0.54
0.84,0.56,0.5433333333333333
0.8333333333333334,0.5605381165919282,0.5466666666666666
0.82,0.5565610859728507,0.55
0.8133333333333334,0.5545454545454546,0.5533333333333333
0.8133333333333334,0.5570776255707762,0.5566666666666666
0.8133333333333334,0.5596330275229358,0.56
0.8133333333333334,0.5622119815668203,0.5633333333333334
0.8133333333333334,0.5648148148148148,0.5666666666666667
0.8066666666666666,0.5627906976744186,0.57
0.7933333333333333,0.5639810426540285,0.5733333333333334
0.7933333333333333,0.5666666666666667,0.5766666666666667
0.78,0.5652173913043478,0.58
0.7666666666666667,0.5637254901960784,0.5833333333333334
0.7666666666666667,0.5665024630541872,0.5866666666666667
0.76,0.5643564356435643,0.5933333333333334
0.76,0.5728643216080402,0.5966666666666667
0.76,0.5786802030456852,0.6
0.7533333333333333,0.5794871794871795,0.6033333333333334
0.7466666666666667,0.5803108808290155,0.6066666666666667
0.7466666666666667,0.5833333333333334,0.6166666666666667
0.7466666666666667,0.5863874345549738,0.62
0.7333333333333333,0.5913978494623656,0.6233333333333333
0.7266666666666667,0.592391304347826,0.6266666666666667
0.7266666666666667,0.5989010989010989,0.63
0.72,0.6,0.6333333333333333
0.7066666666666667,0.6022727272727273,0.6366666666666667
0.7066666666666667,0.6057142857142858,0.6433333333333333
0.7066666666666667,0.6198830409356725,0.6466666666666666
0.7,0.621301775147929,0.65
0.7,0.6325301204819277,0.6533333333333333
0.68,0.6335403726708074,0.6566666666666666
0.68,0.6375,0.66
0.6733333333333333,0.6352201257861635,0.6633333333333333
0.66,0.6387096774193548,0.6666666666666666
0.6533333333333333,0.6363636363636364,0.67
0.64,0.6357615894039735,0.6733333333333333
0.6333333333333333,0.6418918918918919,0.6766666666666666
0.62,0.6413793103448275,0.68
0.6066666666666667,0.6453900709219859,0.6866666666666666
0.6,0.6428571428571429,0.69
0.6,0.6474820143884892,0.6933333333333334
0.5933333333333334,0.644927536231884,0.6966666666666667
0.58,0.6397058823529411,0.7
0.5733333333333334,0.6370370370370371,0.7033333333333334
0.5533333333333333,0.6335877862595419,0.7066666666666667
0.54,0.6377952755905512,0.71
0.54,0.6532258064516129,0.7133333333333334
0.5333333333333333,0.6557377049180327,0.7166666666666667
0.5133333333333333,0.652542372881356,0.72
0.5,0.6578947368421053,0.7233333333333334
0.4866666666666667,0.6517857142857143,0.7266666666666667
0.48,0.6728971962616822,0.73
0.48,0.6857142857142857,0.7333333333333333
0.47333333333333333,0.7029702970297029,0.7366666666666667
0.47333333333333333,0.7171717171717171,0.74
0.47333333333333333,0.7244897959183674,0.7433333333333333
0.4666666666666667,0.7368421052631579,0.7466666666666667
0.44,0.7252747252747253,0.75
0.4266666666666667,0.7191011235955056,0.7533333333333333
0.42,0.7241379310344828,0.7566666666666667
0.42,0.7325581395348837,0.76
0.4066666666666667,0.7349397590361446,0.7633333333333333
0.3933333333333333,0.7375,0.7666666666666667
0.3933333333333333,0.7468354430379747,0.77
0.38666666666666666,0.7435897435897436,0.7733333333333333
0.37333333333333335,0.7466666666666667,0.7766666666666666
0.36,0.7397260273972602,0.7866666666666666
0.35333333333333333,0.7361111111111112,0.79
0.34,0.7391304347826086,0.7933333333333333
0.34,0.75,0.7966666666666666
0.34,0.7611940298507462,0.8
0.32666666666666666,0.7538461538461538,0.8033333333333333
0.3,0.7377049180327869,0.8066666666666666
0.29333333333333333,0.7333333333333333,0.81
0.2733333333333333,0.7454545454545455,0.8133333333333334
0.26666666666666666,0.7692307692307693,0.8166666666666667
0.25333333333333335,0.76,0.8233333333333334
0.24,0.7659574468085106,0.8266666666666667
0.23333333333333334,0.7608695652173914,0.8333333333333334
0.22,0.7674418604651163,0.8366666666666667
0.21333333333333335,0.7619047619047619,0.84
0.18666666666666668,0.7368421052631579,0.8466666666666667
0.18,0.7297297297297297,0.85
0.15333333333333332,0.696969696969697,0.8533333333333334
0.14,0.7,0.8633333333333333
