positive_class_rate,mean_ai_probability_human,mean_ai_probability_ai,auroc,auprc,accuracy,balanced_accuracy,precision,recall,tpr,specificity,tnr,f1,mcc,fpr,fnr,tpr_at_fpr_1pct,tpr_at_fpr_5pct,tpr_at_fpr_10pct,fpr_at_tpr_90pct,fpr_at_tpr_95pct,brier_score,expected_calibration_error,ECE,log_loss
0.5,0.8038888888888889,0.8137111111111112,0.5350444444444444,0.572843013299887,0.5,0.5,0.5,0.9666666666666667,0.9666666666666667,0.03333333333333333,0.03333333333333333,0.6590909090909091,0.0,0.9666666666666667,0.03333333333333333,0.08,0.11333333333333333,0.18,0.9133333333333333,0.9466666666666667,0.352822,0.3132666666666667,0.3132666666666667,0.9895689720235232
