positive_class_rate,mean_ai_probability_human,mean_ai_probability_ai,auroc,auprc,accuracy,balanced_accuracy,precision,recall,tpr,specificity,tnr,f1,mcc,fpr,fnr,tpr_at_fpr_1pct,tpr_at_fpr_5pct,tpr_at_fpr_10pct,fpr_at_tpr_90pct,fpr_at_tpr_95pct,brier_score,expected_calibration_error,ECE,log_loss
0.5,0.8165333333333333,0.8191333333333334,0.5226222222222222,0.5404172838807619,0.49666666666666665,0.49666666666666665,0.49830508474576274,0.98,0.98,0.013333333333333334,0.013333333333333334,0.6606741573033708,-0.02603778219616477,0.9866666666666667,0.02,0.04,0.07333333333333333,0.11333333333333333,0.9066666666666666,0.96,0.3609161111111111,0.3262555555555555,0.3262555555555555,1.0269034698555755
