positive_class_rate,mean_ai_probability_human,mean_ai_probability_ai,auroc,auprc,accuracy,balanced_accuracy,precision,recall,tpr,specificity,tnr,f1,mcc,fpr,fnr,tpr_at_fpr_1pct,tpr_at_fpr_5pct,tpr_at_fpr_10pct,fpr_at_tpr_90pct,fpr_at_tpr_95pct,brier_score,expected_calibration_error,ECE,log_loss
0.5,0.624,0.6898,0.6298666666666667,0.6346702712073979,0.53,0.53,0.5179282868525896,0.8666666666666667,0.8666666666666667,0.19333333333333333,0.19333333333333333,0.6483790523690773,0.0811535661125747,0.8066666666666666,0.13333333333333333,0.013333333333333334,0.17333333333333334,0.25333333333333335,0.8533333333333334,0.9333333333333333,0.26560196296296296,0.1695222222222222,0.1695222222222222,0.7438119787046886
