recall,precision,threshold
1.0,0.5,0.48333333333333334
1.0,0.5016722408026756,0.4866666666666667
1.0,0.5050505050505051,0.49
0.9933333333333333,0.5033783783783784,0.49666666666666665
0.9933333333333333,0.5050847457627119,0.51
0.9933333333333333,0.5068027210884354,0.52
0.9866666666666667,0.5068493150684932,0.5266666666666666
0.9866666666666667,0.5103448275862069,0.5366666666666666
0.9866666666666667,0.5121107266435986,0.54
0.98,0.5104166666666666,0.5466666666666666
0.98,0.5176056338028169,0.55
0.9733333333333334,0.5159010600706714,0.5533333333333333
0.9666666666666667,0.5178571428571429,0.56
0.96,0.5161290322580645,0.5633333333333334
0.96,0.5179856115107914,0.5666666666666667
0.9533333333333334,0.5181159420289855,0.5733333333333334
0.9466666666666667,0.5220588235294118,0.58
0.9333333333333333,0.5204460966542751,0.5833333333333334
0.9266666666666666,0.5225563909774437,0.5866666666666667
0.92,0.5267175572519084,0.59
0.92,0.5287356321839081,0.5966666666666667
0.9133333333333333,0.528957528957529,0.6
0.9066666666666666,0.5333333333333333,0.6033333333333334
0.8933333333333333,0.5317460317460317,0.6066666666666667
0.8933333333333333,0.536,0.61
0.88,0.5387755102040817,0.6133333333333333
0.8666666666666667,0.5394190871369294,0.6166666666666667
0.86,0.5375,0.62
0.86,0.542016806722689,0.6233333333333333
0.84,0.5384615384615384,0.6266666666666667
0.8333333333333334,0.5387931034482759,0.63
0.8333333333333334,0.5458515283842795,0.6333333333333333
0.82,0.5466666666666666,0.6366666666666667
0.8133333333333334,0.5520361990950227,0.64
0.8066666666666666,0.55,0.6433333333333333
0.7933333333333333,0.5509259259259259,0.6466666666666666
0.78,0.5518867924528302,0.65
0.78,0.5598086124401914,0.6533333333333333
0.7733333333333333,0.5658536585365853,0.6566666666666666
0.7666666666666667,0.5637254901960784,0.66
0.7666666666666667,0.583756345177665,0.6633333333333333
0.76,0.5846153846153846,0.6666666666666666
0.76,0.5906735751295337,0.67
0.7533333333333333,0.5947368421052631,0.6733333333333333
0.7266666666666667,0.5860215053763441,0.6766666666666666
0.7,0.5932203389830508,0.68
0.6866666666666666,0.6023391812865497,0.6833333333333333
0.6666666666666666,0.5988023952095808,0.6866666666666666
0.66,0.6,0.69
0.66,0.6111111111111112,0.6933333333333334
0.66,0.61875,0.6966666666666667
0.6333333333333333,0.6209150326797386,0.7
0.62,0.62,0.7033333333333334
0.6066666666666667,0.6232876712328768,0.7066666666666667
0.5933333333333334,0.6267605633802817,0.71
0.58,0.635036496350365,0.7133333333333334
0.5733333333333334,0.6370370370370371,0.7166666666666667
0.5466666666666666,0.6307692307692307,0.72
0.54,0.6428571428571429,0.7233333333333334
0.5266666666666666,0.6370967741935484,0.7266666666666667
0.5266666666666666,0.6475409836065574,0.73
0.5133333333333333,0.6470588235294118,0.7333333333333333
0.5,0.6637168141592921,0.7366666666666667
0.4866666666666667,0.6636363636363637,0.74
0.4666666666666667,0.6796116504854369,0.7433333333333333
0.44666666666666666,0.6907216494845361,0.7466666666666667
0.44666666666666666,0.7052631578947368,0.7533333333333333
0.44666666666666666,0.7127659574468085,0.7566666666666667
0.44,0.7333333333333333,0.76
0.41333333333333333,0.7380952380952381,0.7633333333333333
0.4066666666666667,0.7439024390243902,0.7666666666666667
0.37333333333333335,0.7272727272727273,0.77
0.36,0.7297297297297297,0.7733333333333333
0.34,0.7183098591549296,0.7766666666666666
0.30666666666666664,0.71875,0.78
0.29333333333333333,0.7213114754098361,0.7833333333333333
0.28,0.7241379310344828,0.7866666666666666
0.2733333333333333,0.7192982456140351,0.79
0.26666666666666666,0.7142857142857143,0.7933333333333333
0.24666666666666667,0.7115384615384616,0.7966666666666666
0.23333333333333334,0.7291666666666666,0.8
0.22666666666666666,0.723404255319149,0.8033333333333333
0.22,0.717391304347826,0.81
0.20666666666666667,0.7045454545454546,0.8133333333333334
0.20666666666666667,0.7209302325581395,0.8166666666666667
0.18,0.7105263157894737,0.82
0.18,0.75,0.8233333333333334
0.16666666666666666,0.7575757575757576,0.83
0.14666666666666667,0.7586206896551724,0.8333333333333334
0.14,0.7777777777777778,0.8366666666666667
0.12666666666666668,0.76,0.84
0.11333333333333333,0.7391304347826086,0.8433333333333334
0.10666666666666667,0.7619047619047619,0.8466666666666667
0.1,0.75,0.8533333333333334
0.09333333333333334,0.7368421052631579,0.8566666666666667
0.08,0.75,0.8633333333333333
0.07333333333333333,0.7333333333333333,0.8666666666666667
0.06,0.75,0.8733333333333333
0.04666666666666667,0.7,0.88
0.04,0.6666666666666666,0.9066666666666666
0.03333333333333333,0.625,0.9166666666666666
0.02666666666666667,0.5714285714285714,0.9233333333333333
0.02,0.5,0.9366666666666666
0.013333333333333334,0.4,0.9433333333333334
0.013333333333333334,0.5,0.9766666666666667
0.013333333333333334,0.6666666666666666,0.9933333333333333
0.006666666666666667,0.5,0.9966666666666667
0.006666666666666667,1.0,1.0
0.0,1.0,
