model,positive_class_rate,mean_ai_probability_human,mean_ai_probability_ai,auroc,auprc,accuracy,balanced_accuracy,precision,recall,tpr,specificity,tnr,f1,mcc,fpr,fnr,tpr_at_fpr_1pct,tpr_at_fpr_5pct,tpr_at_fpr_10pct,fpr_at_tpr_90pct,fpr_at_tpr_95pct,brier_score,expected_calibration_error,ECE,log_loss
LogisticRegression,0.864039408866995,0.06420085759186712,0.9333186508475277,0.9907726438947003,0.9985515712726838,0.952216748768473,0.9662427908052815,0.9975975975975976,0.9469783352337514,0.9469783352337514,0.9855072463768116,0.9855072463768116,0.9716291313249488,0.8322578682864832,0.014492753623188406,0.053021664766248575,0.9213226909920182,0.9652223489167617,0.9749144811858609,0.007246376811594203,0.018115942028985508,0.0362900805585793,0.04888652695471974,0.04888652695471974,0.14006853702232433
RandomForest,0.864039408866995,0.20553140096618358,0.9643956670467503,0.9929446978335233,0.998882897394186,0.9719211822660099,0.927269760216813,0.9791078486730661,0.9885974914481186,0.9885974914481186,0.8659420289855072,0.8659420289855072,0.9838297872340426,0.8778944946304131,0.13405797101449277,0.011402508551881414,0.9304446978335233,0.9657924743443558,0.9823261117445838,0.007246376811594203,0.028985507246376812,0.0228588122605364,0.01943678160919527,0.01943678160919527,0.0823586930576336
