model,positive_class_rate,mean_ai_probability_human,mean_ai_probability_ai,auroc,auprc,accuracy,balanced_accuracy,precision,recall,tpr,specificity,tnr,f1,mcc,fpr,fnr,tpr_at_fpr_1pct,tpr_at_fpr_5pct,tpr_at_fpr_10pct,fpr_at_tpr_90pct,fpr_at_tpr_95pct,brier_score,expected_calibration_error,ECE,log_loss
LogisticRegression,0.864039408866995,0.28147567320991496,0.7132836302531588,0.8887016013088096,0.9784225823585939,0.7748768472906404,0.8040854857633897,0.9689081706435285,0.7639680729760547,0.7639680729760547,0.8442028985507246,0.8442028985507246,0.854319413452343,0.4473338804148657,0.15579710144927536,0.23603192702394526,0.274230330672748,0.5610034207525656,0.6744583808437856,0.32608695652173914,0.48188405797101447,0.14510131515912075,0.20946464370937082,0.20946464370937082,0.4357483769813946
RandomForest,0.864039408866995,0.5771014492753622,0.9094754846066134,0.9139947201427793,0.9843064039696918,0.905911330049261,0.6936753259630162,0.9128367670364501,0.9851767388825542,0.9851767388825542,0.40217391304347827,0.40217391304347827,0.9476281875514121,0.5292221785397088,0.5978260869565217,0.014823261117445839,0.4486887115165336,0.6351197263397947,0.7092360319270239,0.2536231884057971,0.391304347826087,0.07160532019704434,0.03555008210180615,0.03555008210180615,0.2380719852516315
