model,positive_class_rate,mean_ai_probability_human,mean_ai_probability_ai,auroc,auprc,accuracy,balanced_accuracy,precision,recall,tpr,specificity,tnr,f1,mcc,fpr,fnr,tpr_at_fpr_1pct,tpr_at_fpr_5pct,tpr_at_fpr_10pct,fpr_at_tpr_90pct,fpr_at_tpr_95pct,brier_score,expected_calibration_error,ECE,log_loss
LogisticRegression,0.864039408866995,0.24971616033391736,0.7184155472444963,0.8991311784244709,0.9810808619358187,0.7955665024630542,0.8191111827210682,0.9711470795214637,0.7867730900798175,0.7867730900798175,0.8514492753623188,0.8514492753623188,0.8692913385826772,0.4773486179655714,0.14855072463768115,0.21322690992018245,0.19897377423033066,0.6151653363740023,0.7234891676168758,0.29347826086956524,0.42391304347826086,0.14147711237918495,0.20934850733053806,0.20934850733053806,0.4427857541491168
RandomForest,0.864039408866995,0.5607487922705313,0.9047605473204103,0.9193427445342324,0.9854874837270345,0.9049261083743843,0.6885256060681176,0.9114391143911439,0.9857468643101482,0.9857468643101482,0.391304347826087,0.391304347826087,0.9471377704738427,0.522288172251703,0.6086956521739131,0.014253135689851768,0.47947548460661343,0.6647662485746865,0.7394526795895097,0.2644927536231884,0.391304347826087,0.07036365079365078,0.033502463054187206,0.033502463054187206,0.23601011815306597
