model,positive_class_rate,mean_ai_probability_human,mean_ai_probability_ai,auroc,auprc,accuracy,balanced_accuracy,precision,recall,tpr,specificity,tnr,f1,mcc,fpr,fnr,tpr_at_fpr_1pct,tpr_at_fpr_5pct,tpr_at_fpr_10pct,fpr_at_tpr_90pct,fpr_at_tpr_95pct,brier_score,expected_calibration_error,ECE,log_loss
LogisticRegression,0.864039408866995,0.08728409466570922,0.9329995751433489,0.9867590435113116,0.9978939192960727,0.9433497536945813,0.9397402211095136,0.9892537313432835,0.9446978335233751,0.9446978335233751,0.9347826086956522,0.9347826086956522,0.9664625255176437,0.7935493485339309,0.06521739130434782,0.05530216647662486,0.8511972633979475,0.93557582668187,0.9635119726339795,0.018115942028985508,0.07608695652173914,0.041419227354787126,0.046023810379719476,0.046023810379719476,0.15706394300652404
RandomForest,0.864039408866995,0.2838768115942029,0.9528145191942228,0.988728661609902,0.9981731838392398,0.9650246305418719,0.8973278469089288,0.9698492462311558,0.9903078677309008,0.9903078677309008,0.8043478260869565,0.8043478260869565,0.9799717912552891,0.8450873321175902,0.1956521739130435,0.009692132269099202,0.8358038768529077,0.9475484606613455,0.9726339794754846,0.028985507246376812,0.050724637681159424,0.029321258894362344,0.034420361247947465,0.034420361247947465,0.10795521040144784
