model,positive_class_rate,mean_ai_probability_human,mean_ai_probability_ai,auroc,auprc,accuracy,balanced_accuracy,precision,recall,tpr,specificity,tnr,f1,mcc,fpr,fnr,tpr_at_fpr_1pct,tpr_at_fpr_5pct,tpr_at_fpr_10pct,fpr_at_tpr_90pct,fpr_at_tpr_95pct,brier_score,expected_calibration_error,ECE,log_loss
LogisticRegression,0.864039408866995,0.08057596953962826,0.9173854854325116,0.9874696346239652,0.9980462911278732,0.9389162561576355,0.944807314130848,0.9921497584541062,0.9367160775370581,0.9367160775370581,0.9528985507246377,0.9528985507246377,0.9636363636363636,0.7865118743890479,0.04710144927536232,0.06328392246294184,0.8996579247434435,0.9367160775370581,0.9635119726339795,0.010869565217391304,0.06884057971014493,0.04514775970928826,0.060427039881003494,0.060427039881003494,0.16156934803311446
RandomForest,0.864039408866995,0.2507125603864734,0.9584910680349676,0.9908046618082065,0.9985349665299171,0.9665024630541872,0.910395286963132,0.9741282339707537,0.9874572405929305,0.9874572405929305,0.8333333333333334,0.8333333333333334,0.9807474518686297,0.853169943383315,0.16666666666666666,0.012542759407069556,0.879133409350057,0.9618015963511972,0.976054732041049,0.010869565217391304,0.036231884057971016,0.026639337712096336,0.026927750410509044,0.026927750410509044,0.0964829534521699
