train_source,test_set,feature_set,auroc,auprc,f1,tpr_at_fpr_1pct,tpr_at_fpr_5pct,fpr_at_tpr_95pct
leave_out_ghostbuster,hc3_plus_test,full_plus_strict_koopman,0.975628512274475,0.9862539464170799,0.8571428571428571,0.8385093167701864,0.906832298136646,0.10476190476190476
leave_out_ghostbuster,all_samples,transition_plus_strict_koopman,0.4755333333333333,0.4804413438143951,0.6666666666666666,0.006666666666666667,0.02,0.9733333333333334
leave_out_ghostbuster,m4_test,transition_plus_strict_koopman,0.740075616274657,0.9288920955060639,0.9240155296727676,0.005995203836930456,0.1498800959232614,0.6464646464646465
leave_out_ghostbuster,ghostbuster_test,transition_plus_strict_koopman,0.7119502195925895,0.769606946923907,0.7322611163670766,0.0103359173126615,0.2454780361757106,0.9293286219081273
leave_out_ghostbuster,hc3_plus_test,transition_plus_strict_koopman,0.772966577935522,0.8358444172883417,0.7540983606557377,0.14906832298136646,0.14906832298136646,0.9142857142857143
leave_out_ghostbuster,all_samples,full_plus_transition_plus_strict_koopman,0.6947111111111111,0.6702199955112077,0.6825775656324582,0.013333333333333334,0.14,0.84
leave_out_ghostbuster,m4_test,full_plus_transition_plus_strict_koopman,0.9902512333567489,0.9981590030681763,0.9830508474576272,0.7961630695443646,0.9586330935251799,0.04713804713804714
leave_out_ghostbuster,ghostbuster_test,full_plus_transition_plus_strict_koopman,0.9040001460907041,0.9352097120282579,0.8428005284015853,0.5271317829457365,0.6537467700258398,0.5441696113074205
leave_out_ghostbuster,hc3_plus_test,full_plus_transition_plus_strict_koopman,0.9649216208222419,0.978906205057848,0.8132992327365729,0.6956521739130435,0.8136645962732919,0.12380952380952381
leave_out_ghostbuster,all_samples,strict_koopman_spectral_only,0.5350444444444444,0.572843013299887,0.6590909090909091,0.08,0.11333333333333333,0.9466666666666667
leave_out_ghostbuster,m4_test,strict_koopman_spectral_only,0.8998266033637736,0.9802148790331197,0.9371069182389937,0.46882494004796166,0.6726618705035972,0.494949494949495
leave_out_ghostbuster,ghostbuster_test,strict_koopman_spectral_only,0.8662996137727011,0.8965604620427062,0.7507274490785645,0.21705426356589147,0.4625322997416021,0.5724381625441696
leave_out_ghostbuster,hc3_plus_test,strict_koopman_spectral_only,0.9007985803016859,0.9319126677117726,0.7834549878345499,0.34782608695652173,0.6335403726708074,0.42857142857142855
leave_out_ghostbuster,all_samples,full_plus_strict_koopman,0.6298666666666667,0.6346702712073979,0.6483790523690773,0.013333333333333334,0.17333333333333334,0.9333333333333333
leave_out_ghostbuster,m4_test,full_plus_strict_koopman,0.9951362142609146,0.9991236179824037,0.9866190900981266,0.908273381294964,0.9814148681055156,0.030303030303030304
leave_out_ghostbuster,ghostbuster_test,full_plus_strict_koopman,0.8878342966189133,0.9225999905453517,0.8098495212038304,0.4315245478036176,0.6046511627906976,0.5724381625441696
leave_out_ghostbuster,hc3_plus_test,full_plus_strict_koopman,0.9617864537119196,0.9786601647016605,0.8302872062663186,0.7950310559006211,0.8695652173913043,0.26666666666666666
leave_out_ghostbuster,all_samples,transition_plus_strict_koopman,0.4534666666666667,0.48154154872037447,0.6666666666666666,0.02,0.06666666666666667,0.98
leave_out_ghostbuster,m4_test,transition_plus_strict_koopman,0.7650172791060081,0.9492523488786301,0.9182493806771264,0.2997601918465228,0.39448441247002397,0.7407407407407407
leave_out_ghostbuster,ghostbuster_test,transition_plus_strict_koopman,0.6461865760904301,0.7012934519411215,0.7322611163670766,0.04909560723514212,0.1111111111111111,0.8692579505300353
leave_out_ghostbuster,hc3_plus_test,transition_plus_strict_koopman,0.5988760721679975,0.7480144747937805,0.7540983606557377,0.11801242236024845,0.2546583850931677,0.9904761904761905
leave_out_ghostbuster,all_samples,full_plus_transition_plus_strict_koopman,0.6856444444444445,0.6708568801705936,0.6651685393258427,0.013333333333333334,0.11333333333333333,0.8733333333333333
leave_out_ghostbuster,m4_test,full_plus_transition_plus_strict_koopman,0.9927300583775404,0.9986701010427594,0.9845513963161022,0.8567146282973621,0.9742206235011991,0.037037037037037035
leave_out_ghostbuster,ghostbuster_test,full_plus_transition_plus_strict_koopman,0.871622793802102,0.9149622963667849,0.8005540166204986,0.46770025839793283,0.5839793281653747,0.6183745583038869
leave_out_ghostbuster,hc3_plus_test,full_plus_transition_plus_strict_koopman,0.9592724046140195,0.9755261232904584,0.7785888077858881,0.7515527950310559,0.8198757763975155,0.21904761904761905
leave_out_ghostbuster,all_samples,strict_koopman_spectral_only,0.5453111111111111,0.5669628530596196,0.6482758620689655,0.013333333333333334,0.08,0.9666666666666667
leave_out_ghostbuster,m4_test,strict_koopman_spectral_only,0.91665960161164,0.9824609719140502,0.9417116860961047,0.43345323741007197,0.6199040767386091,0.4377104377104377
leave_out_ghostbuster,ghostbuster_test,strict_koopman_spectral_only,0.8687740250728173,0.9043789276951364,0.7534246575342466,0.35658914728682173,0.49612403100775193,0.4911660777385159
leave_out_ghostbuster,hc3_plus_test,strict_koopman_spectral_only,0.913516711032239,0.9377135124595896,0.7766990291262136,0.3416149068322981,0.5962732919254659,0.34285714285714286
leave_out_ghostbuster,all_samples,full_plus_strict_koopman,0.6195777777777778,0.615692037350763,0.6368421052631579,0.013333333333333334,0.12,0.9
leave_out_ghostbuster,m4_test,full_plus_strict_koopman,0.9952754967742976,0.9991472467244982,0.986904761904762,0.9112709832134293,0.9838129496402878,0.026936026936026935
leave_out_ghostbuster,ghostbuster_test,full_plus_strict_koopman,0.8865286109513244,0.9220365267210092,0.8082191780821918,0.4444444444444444,0.6175710594315246,0.5229681978798587
leave_out_ghostbuster,hc3_plus_test,full_plus_strict_koopman,0.9652173913043478,0.9805932744951633,0.8324607329842932,0.84472049689441,0.8695652173913043,0.13333333333333333
leave_out_ghostbuster,all_samples,transition_plus_strict_koopman,0.48677777777777775,0.4804373059344352,0.6666666666666666,0.0,0.02666666666666667,0.98
leave_out_ghostbuster,m4_test,transition_plus_strict_koopman,0.7189006370661047,0.9347341970805986,0.9182493806771264,0.25,0.3009592326139089,0.7508417508417509
leave_out_ghostbuster,ghostbuster_test,transition_plus_strict_koopman,0.5134859981190822,0.5885160313690233,0.7322611163670766,0.00516795865633075,0.059431524547803614,0.9363957597173145
