bin_index,bin_left,bin_right,count,mean_predicted_probability,observed_positive_rate,abs_calibration_gap
0,0.0,0.1,0,,,
1,0.1,0.2,0,,,
2,0.2,0.30000000000000004,0,,,
3,0.30000000000000004,0.4,0,,,
4,0.4,0.5,0,,,
5,0.5,0.6000000000000001,0,,,
6,0.6000000000000001,0.7000000000000001,1,0.6466666666666666,0.0,0.6466666666666666
7,0.7000000000000001,0.8,1,0.76,0.0,0.76
8,0.8,0.9,12,0.8730555555555556,0.75,0.12305555555555558
9,0.9,1.0,286,0.9588344988344989,0.493006993006993,0.46582750582750587
