positive_class_rate,mean_ai_probability_human,mean_ai_probability_ai,auroc,auprc,accuracy,balanced_accuracy,precision,recall,tpr,specificity,tnr,f1,mcc,fpr,fnr,tpr_at_fpr_1pct,tpr_at_fpr_5pct,tpr_at_fpr_10pct,fpr_at_tpr_90pct,fpr_at_tpr_95pct,brier_score,expected_calibration_error,ECE,log_loss
0.5,0.6470888888888889,0.7071333333333333,0.6576888888888889,0.656414569086135,0.5233333333333333,0.5233333333333333,0.5128205128205128,0.9333333333333333,0.9333333333333333,0.11333333333333333,0.11333333333333333,0.6619385342789598,0.08153326507837143,0.8866666666666667,0.06666666666666667,0.013333333333333334,0.20666666666666667,0.31333333333333335,0.8133333333333334,0.9,0.26564644444444446,0.17988888888888885,0.17988888888888885,0.7415308733121047
