positive_class_rate,mean_ai_probability_human,mean_ai_probability_ai,auroc,auprc,accuracy,balanced_accuracy,precision,recall,tpr,specificity,tnr,f1,mcc,fpr,fnr,tpr_at_fpr_1pct,tpr_at_fpr_5pct,tpr_at_fpr_10pct,fpr_at_tpr_90pct,fpr_at_tpr_95pct,brier_score,expected_calibration_error,ECE,log_loss
0.5,0.6157555555555556,0.6813777777777779,0.6161555555555555,0.6086427162742961,0.5466666666666666,0.5466666666666666,0.5296610169491526,0.8333333333333334,0.8333333333333334,0.26,0.26,0.6476683937823834,0.11391529710822088,0.74,0.16666666666666666,0.02,0.06,0.22,0.8333333333333334,0.9066666666666666,0.26739092592592595,0.1581888888888889,0.1581888888888889,0.7519092014173278
