threshold_name,threshold,selection_rule,positive_class_rate,mean_ai_probability_human,mean_ai_probability_ai,auroc,auprc,accuracy,balanced_accuracy,precision,recall,tpr,specificity,tnr,f1,mcc,fpr,fnr,tpr_at_fpr_1pct,tpr_at_fpr_5pct,tpr_at_fpr_10pct,fpr_at_tpr_90pct,fpr_at_tpr_95pct,brier_score,expected_calibration_error,ECE,log_loss
default_0_5,0.5,fixed_default,0.5,0.6427777777777777,0.7164666666666668,0.7119777777777777,0.6860197864224458,0.5333333333333333,0.5333333333333333,0.5174825174825175,0.9866666666666667,0.9866666666666667,0.08,0.08,0.6788990825688074,0.15803488531025348,0.92,0.013333333333333334,0.013333333333333334,0.14,0.32,0.6933333333333334,0.84,0.25689111111111107,0.17962222222222224,0.17962222222222224,0.719898604803592
dev_best_f1,0.6333333333333333,max_f1_on_public_dev,0.5,0.6427777777777777,0.7164666666666668,0.7119777777777777,0.6860197864224458,0.6233333333333333,0.6233333333333333,0.5939086294416244,0.78,0.78,0.4666666666666667,0.4666666666666667,0.6743515850144092,0.2597466760429126,0.5333333333333333,0.22,0.013333333333333334,0.14,0.32,0.6933333333333334,0.84,0.25689111111111107,0.17962222222222224,0.17962222222222224,0.719898604803592
dev_target_fpr_1pct,0.94,public_dev_fpr_le_0.01,0.5,0.6427777777777777,0.7164666666666668,0.7119777777777777,0.6860197864224458,0.49666666666666665,0.49666666666666665,0.4,0.013333333333333334,0.013333333333333334,0.98,0.98,0.025806451612903226,-0.02603778219616477,0.02,0.9866666666666667,0.013333333333333334,0.14,0.32,0.6933333333333334,0.84,0.25689111111111107,0.17962222222222224,0.17962222222222224,0.719898604803592
dev_target_fpr_5pct,0.8066666666666666,public_dev_fpr_le_0.05,0.5,0.6427777777777777,0.7164666666666668,0.7119777777777777,0.6860197864224458,0.5433333333333333,0.5433333333333333,0.7241379310344828,0.14,0.14,0.9466666666666667,0.9466666666666667,0.2346368715083799,0.14664245000520726,0.05333333333333334,0.86,0.013333333333333334,0.14,0.32,0.6933333333333334,0.84,0.25689111111111107,0.17962222222222224,0.17962222222222224,0.719898604803592
dev_target_precision_90pct,0.3966666666666666,public_dev_precision_ge_0.90_max_recall,0.5,0.6427777777777777,0.7164666666666668,0.7119777777777777,0.6860197864224458,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.013333333333333334,0.14,0.32,0.6933333333333334,0.84,0.25689111111111107,0.17962222222222224,0.17962222222222224,0.719898604803592
