positive_class_rate,mean_ai_probability_human,mean_ai_probability_ai,auroc,auprc,accuracy,balanced_accuracy,precision,recall,tpr,specificity,tnr,f1,mcc,fpr,fnr,tpr_at_fpr_1pct,tpr_at_fpr_5pct,tpr_at_fpr_10pct,fpr_at_tpr_90pct,fpr_at_tpr_95pct,brier_score,expected_calibration_error,ECE,log_loss
0.5,0.6188444444444444,0.6846444444444445,0.631,0.6201621442840691,0.5333333333333333,0.5333333333333333,0.5204918032786885,0.8466666666666667,0.8466666666666667,0.22,0.22,0.6446700507614214,0.08554823885364436,0.78,0.15333333333333332,0.013333333333333334,0.03333333333333333,0.26,0.8333333333333334,0.9,0.26404685185185184,0.15338888888888896,0.15338888888888896,0.7412784763408256
